GeoFips,GeoName,LineCode,Description,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1
91000,New England,2,Chain-type quantity indexes for real GDP,105.342,106.226,107.07,107.436,108.055,108.633,109.278,109.299,110.585,110.943,111.525,112.023,110.541
91000,New England,3,Current-dollar GDP (millions of current dollars),1024646.9,1036724.2,1050150.9,1059490.8,1070862.9,1084947.1,1096173.9,1101530.8,1118702.8,1130084.1,1142586.1,1151182,1143978.2
92000,Mideast,1,Real GDP (millions of chained 2012 dollars),3186004.5,3183357.3,3206405.5,3225316.7,3235831.9,3257374.5,3274796.3,3266811.3,3299206.2,3311621.4,3321769,3335037.4,3278202.3
92000,Mideast,2,Chain-type quantity indexes for real GDP,106.447,106.358,107.129,107.76,108.112,108.831,109.414,109.147,110.229,110.644,110.983,111.426,109.527
92000,Mideast,3,Current-dollar GDP (millions of current dollars),3499972,3510945.5,3556825.6,3603553.7,3638122.3,3693875,3731562.5,3739493.5,3786088.6,3827030.3,3860094.6,3887641.8,3847859.5
93000,Great Lakes,1,Real GDP (millions of chained 2012 dollars),2408468.3,2415974,2430782.8,2442812.3,2460897.6,2469637.8,2488584.4,2487621,2496255,2503374,2513348.9,2524729.5,2488191.4
93000,Great Lakes,2,Chain-type quantity indexes for real GDP,106.935,107.268,107.926,108.46,109.263,109.651,110.492,110.449,110.833,111.149,111.592,112.097,110.475
93000,Great Lakes,3,Current-dollar GDP (millions of current dollars),2615672.1,2631864.5,2663017.6,2692639.2,2726836.9,2760112.3,2792493.9,2806181,2823072.7,2850256.8,2874941.6,2897899.7,2869615.6
94000,Plains,1,Real GDP (millions of chained 2012 dollars),1129981.3,1133044.1,1132071.8,1138360.6,1148378.5,1159181.9,1164822,1164591.4,1167097.3,1172594.6,1178391.1,1183403.6,1172575.5
94000,Plains,2,Chain-type quantity indexes for real GDP,106.819,107.109,107.017,107.611,108.558,109.58,110.113,110.091,110.328,110.847,111.395,111.869,110.846
94000,Plains,3,Current-dollar GDP (millions of current dollars),1210961.2,1217961.9,1222638.7,1237067.4,1254538.2,1276889.3,1286820.1,1293224.6,1297961.6,1312713.8,1326160.2,1336153,1329587.1
95000,Southeast,1,Real GDP (millions of chained 2012 dollars),3748966.8,3758417,3779796.4,3817395.6,3835143.1,3863870.6,3896812.5,3906472.8,3931804.8,3948003.6,3968738.5,3990829.6,3939664.7
95000,Southeast,2,Chain-type quantity indexes for real GDP,109.266,109.542,110.165,111.261,111.778,112.615,113.575,113.857,114.595,115.067,115.672,116.315,114.824
95000,Southeast,3,Current-dollar GDP (millions of current dollars),4069636.1,4092180.7,4137949.7,4204344,4246722.3,4314911.3,4369330.1,4404272.5,4448171.1,4496408.3,4542751.3,4583466.1,4548107.4
96000,Southwest,1,Real GDP (millions of chained 2012 dollars),2198811.7,2219575.1,2242636.6,2257912.3,2280530.8,2305794.6,2328172.6,2349130.1,2376331.2,2401331.7,2422128.5,2438635.1,2421363.9
96000,Southwest,2,Chain-type quantity indexes for real GDP,113.297,114.367,115.555,116.342,117.508,118.809,119.962,121.042,122.444,123.732,124.804,125.654,124.764
96000,Southwest,3,Current-dollar GDP (millions of current dollars),2224717.9,2251951.7,2289383.5,2336998.3,2387296.3,2439998.8,2481337.4,2506004.5,2518585.5,2555783.2,2575222.6,2603231,2567617.8
97000,Rocky Mountain,1,Real GDP (millions of chained 2012 dollars),623591,630269.8,638538.9,643962.7,646970.1,653669.7,658222.6,662319.4,670565.7,675446.6,679922.8,684334.4,677543.7
97000,Rocky Mountain,2,Chain-type quantity indexes for real GDP,115.385,116.621,118.151,119.155,119.711,120.951,121.793,122.551,124.077,124.98,125.809,126.625,125.368
97000,Rocky Mountain,3,Current-dollar GDP (millions of current dollars),659465.6,668382.6,680260.6,691870.8,700121.1,713632.2,722371.4,729412.2,738616.1,748313,755730.2,763386.8,756428.6
98000,Far West,1,Real GDP (millions of chained 2012 dollars),3511657.2,3556681.1,3600001.9,3654674.4,3679616.3,3730187.4,3754257.8,3780130.7,3807528.3,3827530.9,3848006,3870429.1,3821950.6
98000,Far West,2,Chain-type quantity indexes for real GDP,117.874,119.386,120.84,122.675,123.512,125.21,126.018,126.886,127.806,128.477,129.165,129.917,128.29
98000,Far West,3,Current-dollar GDP (millions of current dollars),3772227.3,3833546.9,3897975.4,3978744.9,4023459.3,4109577.5,4152243.5,4199473.4,4248593.6,4299733.4,4343748.3,4383858.7,4353458.8
